gender,race/ethnicity,parental level of education,lunch,test preparation course,internet_access,extracurricular_activities,tutoring_support,study_method,parental_involvement,previous_term_score,attendance_rate,weekly_study_hours,sleep_hours_per_day,daily_screen_time_hours,past_failures,reading score,writing score,math score
male,group C,some college,standard,none,no,yes,peer_tutoring,spaced_repetition,high,51,90.5,15.8,9.3,2.6,2,58,58,60
male,group D,high school,standard,none,yes,no,none,passive_reading,low,53,92.7,10.5,8.1,1.4,1,38,49,41
female,group D,some college,standard,completed,no,yes,none,active_problem_solving,medium,61,94.9,17.4,8.3,5.0,0,81,72,70
female,group E,some high school,standard,none,yes,no,private_tutor,active_problem_solving,medium,62,95.8,15.2,6.6,1.5,2,71,73,68
male,group C,some college,standard,completed,yes,no,none,active_problem_solving,high,79,74.1,23.5,7.1,3.5,0,100,96,91
male,group E,high school,standard,none,yes,yes,peer_tutoring,passive_reading,medium,65,88.4,13.4,6.6,4.5,0,69,70,71
male,group C,associate's degree,free/reduced,none,yes,yes,none,spaced_repetition,medium,87,99.7,5.7,7.6,6.2,2,78,86,82
female,group B,some high school,standard,none,yes,no,peer_tutoring,passive_reading,medium,81,94.3,8.6,8.0,3.7,1,90,88,85
female,group B,high school,free/reduced,none,yes,no,none,group_study,high,69,87.6,7.3,9.0,3.7,1,59,63,58
female,group A,high school,standard,completed,no,no,none,group_study,medium,70,88.5,17.6,7.9,4.2,0,92,88,85
female,group B,associate's degree,free/reduced,completed,yes,no,none,group_study,high,78,92.1,20.2,6.1,2.3,0,100,96,97
female,group B,associate's degree,standard,completed,yes,yes,none,spaced_repetition,medium,75,93.5,4.7,7.2,3.0,0,94,93,83
male,group C,associate's degree,free/reduced,completed,no,yes,peer_tutoring,spaced_repetition,low,60,93.5,16.9,5.1,2.3,0,63,59,62
male,group A,associate's degree,standard,none,yes,no,none,group_study,medium,51,92.5,8.0,9.0,3.9,1,51,52,60
male,group C,associate's degree,standard,completed,yes,no,private_tutor,active_problem_solving,medium,100,92.7,7.8,6.1,2.4,0,100,100,100
male,group A,some high school,standard,none,yes,no,none,active_problem_solving,high,64,93.1,8.6,8.0,4.5,1,62,59,64
male,group C,bachelor's degree,free/reduced,completed,no,yes,peer_tutoring,active_problem_solving,low,59,85.6,6.8,8.8,3.6,0,64,64,68
female,group C,associate's degree,free/reduced,none,yes,yes,none,active_problem_solving,low,63,89.7,2.3,5.8,1.8,0,66,64,61
male,group E,master's degree,standard,none,yes,no,none,group_study,low,57,88.1,3.9,7.6,7.3,0,58,60,61
female,group D,high school,standard,none,yes,no,private_tutor,group_study,medium,79,95.6,26.3,7.9,0.9,0,100,100,100
female,group A,master's degree,standard,none,yes,no,none,active_problem_solving,high,73,95.4,13.9,5.3,3.6,0,99,90,84
male,group C,bachelor's degree,free/reduced,none,yes,yes,none,passive_reading,high,63,85.5,21.8,9.4,1.9,1,68,71,69
female,group E,bachelor's degree,standard,completed,yes,yes,none,spaced_repetition,low,57,96.5,9.0,5.6,3.6,1,76,71,67
male,group B,bachelor's degree,free/reduced,none,no,yes,none,group_study,medium,65,88.4,13.2,6.3,4.4,0,63,60,61
female,group E,some high school,standard,none,yes,no,none,active_problem_solving,high,91,96.0,24.4,6.1,3.8,1,100,100,100
male,group D,some college,standard,none,yes,no,none,spaced_repetition,medium,75,96.6,6.8,4.6,4.4,0,85,83,81
male,group E,high school,standard,none,yes,yes,none,active_problem_solving,medium,55,95.0,13.9,9.1,1.0,1,57,59,60
male,group C,some high school,free/reduced,completed,yes,yes,peer_tutoring,spaced_repetition,high,69,99.5,14.3,7.4,1.3,0,86,77,81
male,group D,some high school,standard,completed,yes,yes,private_tutor,active_problem_solving,high,68,95.8,14.5,6.9,2.8,0,100,91,90
female,group B,bachelor's degree,standard,none,yes,yes,none,active_problem_solving,high,49,91.0,7.4,6.7,0.7,0,63,55,64
male,group D,some college,free/reduced,none,yes,yes,none,passive_reading,medium,64,82.7,20.6,7.5,2.5,0,53,55,64
male,group D,some college,standard,none,yes,yes,peer_tutoring,spaced_repetition,medium,73,80.8,23.8,7.5,1.1,1,91,86,82
male,group B,some college,standard,none,yes,no,private_tutor,group_study,low,30,84.0,13.5,7.2,6.4,3,10,19,20
male,group C,some high school,free/reduced,completed,yes,no,private_tutor,group_study,high,50,88.7,13.6,6.3,3.1,1,62,62,60
female,group B,associate's degree,free/reduced,none,yes,yes,private_tutor,group_study,low,56,89.8,11.8,7.5,2.1,3,58,55,50
male,group D,bachelor's degree,standard,completed,yes,yes,peer_tutoring,passive_reading,medium,81,88.7,10.1,6.4,5.4,0,97,90,92
female,group E,high school,standard,none,yes,no,none,spaced_repetition,low,52,92.0,10.7,6.3,6.3,0,62,61,61
male,group C,master's degree,standard,completed,yes,yes,private_tutor,group_study,medium,75,86.2,15.6,9.6,2.0,1,94,90,89
female,group C,associate's degree,standard,none,yes,no,none,spaced_repetition,medium,38,92.9,10.9,6.1,1.7,1,49,50,46
male,group A,high school,standard,none,no,no,peer_tutoring,active_problem_solving,high,65,97.9,15.7,10.0,4.1,1,75,75,74
female,group E,high school,standard,none,yes,yes,none,passive_reading,medium,54,93.5,4.6,7.5,1.5,0,56,55,57
female,group E,some high school,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,78,91.8,9.6,8.2,3.6,0,89,85,83
male,group B,some high school,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,76,99.1,15.5,5.9,1.8,2,82,83,84
male,group C,some high school,standard,none,no,no,none,spaced_repetition,medium,58,95.0,35.7,9.5,2.5,1,59,65,58
female,group A,some college,free/reduced,none,yes,no,none,active_problem_solving,medium,54,96.3,8.2,5.2,6.9,0,56,53,50
female,group C,some college,standard,completed,yes,yes,none,passive_reading,low,76,98.4,15.7,6.6,6.2,0,90,88,81
female,group A,some high school,free/reduced,completed,yes,yes,none,spaced_repetition,medium,63,99.2,28.4,6.5,2.4,1,71,68,68
female,group D,associate's degree,free/reduced,none,yes,yes,peer_tutoring,spaced_repetition,high,80,81.0,7.8,6.2,1.8,0,85,84,80
male,group D,high school,standard,completed,yes,no,peer_tutoring,active_problem_solving,high,78,93.3,7.6,7.9,2.0,0,99,100,97
male,group B,some high school,standard,none,no,yes,none,active_problem_solving,medium,58,94.6,10.0,5.6,2.3,0,62,59,63
male,group D,bachelor's degree,standard,completed,yes,no,peer_tutoring,spaced_repetition,medium,72,94.7,5.2,7.7,4.3,0,93,95,96
female,group D,associate's degree,standard,completed,yes,yes,none,group_study,low,76,96.9,10.5,6.9,2.1,0,94,90,91
female,group D,some college,free/reduced,none,yes,yes,none,spaced_repetition,medium,53,98.8,9.5,6.0,4.0,0,59,53,57
female,group C,associate's degree,free/reduced,none,yes,no,private_tutor,spaced_repetition,medium,77,91.2,8.4,4.6,3.6,0,89,85,83
female,group E,high school,free/reduced,none,yes,no,none,active_problem_solving,medium,68,82.0,14.6,8.5,2.1,1,63,66,59
female,group D,high school,free/reduced,completed,yes,no,none,spaced_repetition,low,78,91.3,27.1,7.7,4.0,1,94,91,89
male,group C,some college,free/reduced,none,no,no,none,active_problem_solving,medium,83,98.3,5.2,8.2,1.7,0,79,78,82
male,group C,associate's degree,standard,none,no,yes,none,active_problem_solving,low,73,83.8,14.6,6.0,2.5,0,73,74,76
female,group D,master's degree,free/reduced,completed,yes,no,none,passive_reading,medium,80,94.5,24.8,7.9,1.7,0,100,98,98
female,group A,associate's degree,standard,completed,yes,no,peer_tutoring,passive_reading,low,72,89.7,20.3,5.9,7.2,0,84,82,75
female,group D,some college,free/reduced,none,yes,yes,none,spaced_repetition,high,52,86.5,18.7,8.3,3.1,1,52,50,53
female,group D,associate's degree,standard,none,yes,no,none,passive_reading,low,51,93.0,19.2,6.1,4.7,1,53,55,56
female,group C,some college,standard,none,yes,no,peer_tutoring,spaced_repetition,low,82,88.4,16.4,7.7,3.8,0,97,91,89
male,group C,high school,standard,none,yes,yes,none,spaced_repetition,high,74,83.6,17.0,8.0,3.5,0,86,87,83
female,group D,high school,standard,none,yes,yes,none,passive_reading,low,64,99.3,8.0,6.1,3.3,0,73,77,69
female,group D,some high school,free/reduced,completed,yes,no,private_tutor,passive_reading,medium,59,94.1,9.3,6.2,3.0,0,59,61,59
female,group A,associate's degree,standard,none,no,yes,none,spaced_repetition,high,55,90.6,24.6,9.1,2.5,1,56,54,49
female,group D,some high school,standard,completed,no,no,private_tutor,active_problem_solving,high,62,98.6,7.5,7.0,2.1,1,87,78,81
male,group E,associate's degree,free/reduced,none,no,no,none,group_study,high,70,83.2,9.3,7.8,4.2,1,64,65,63
male,group E,high school,standard,none,yes,no,none,spaced_repetition,low,73,94.8,16.3,8.1,2.3,0,77,75,82
male,group A,some high school,free/reduced,completed,yes,no,peer_tutoring,group_study,medium,57,82.7,19.1,7.5,4.7,0,60,54,60
female,group D,associate's degree,standard,none,yes,yes,private_tutor,passive_reading,medium,91,96.7,14.3,8.8,1.3,1,100,100,100
female,group C,some high school,standard,none,yes,no,private_tutor,group_study,medium,59,96.3,22.2,6.3,2.1,1,79,71,71
male,group A,associate's degree,free/reduced,none,yes,yes,none,spaced_repetition,medium,72,96.0,14.4,7.4,2.1,0,74,71,72
female,group C,associate's degree,standard,none,yes,yes,none,spaced_repetition,medium,77,83.5,15.0,7.5,1.8,0,100,91,92
female,group E,high school,free/reduced,completed,yes,yes,peer_tutoring,spaced_repetition,high,77,93.3,11.9,6.5,3.1,0,97,94,90
male,group C,some high school,free/reduced,completed,yes,yes,none,active_problem_solving,low,83,90.4,9.6,7.4,2.7,0,83,88,84
female,group D,high school,standard,completed,yes,no,peer_tutoring,group_study,medium,92,95.0,9.7,6.3,1.7,0,100,100,100
female,group C,some high school,standard,none,no,yes,none,group_study,medium,51,90.9,6.6,8.7,2.7,1,51,51,52
male,group C,some high school,standard,none,yes,yes,none,spaced_repetition,medium,74,97.2,15.8,5.6,6.0,1,71,71,73
female,group D,bachelor's degree,free/reduced,completed,yes,no,peer_tutoring,spaced_repetition,low,74,92.9,14.4,7.6,5.6,0,90,88,77
female,group C,associate's degree,free/reduced,none,yes,yes,peer_tutoring,group_study,low,66,95.3,5.7,5.6,1.2,1,69,69,66
male,group C,some college,standard,none,yes,yes,peer_tutoring,passive_reading,high,75,89.2,14.1,7.3,3.9,0,87,85,81
female,group D,master's degree,standard,none,yes,yes,none,group_study,medium,46,78.6,5.3,5.9,2.5,0,58,53,51
male,group D,associate's degree,standard,none,yes,yes,none,active_problem_solving,medium,57,74.8,18.4,6.6,1.9,0,63,52,62
female,group C,master's degree,standard,completed,yes,yes,private_tutor,active_problem_solving,medium,63,96.2,14.4,8.5,3.0,0,100,93,94
female,group A,high school,free/reduced,none,no,yes,peer_tutoring,active_problem_solving,medium,95,95.4,27.1,8.3,1.8,0,100,100,100
female,group B,some high school,free/reduced,completed,yes,yes,peer_tutoring,active_problem_solving,medium,58,87.8,6.6,6.2,3.1,1,59,68,61
female,group B,associate's degree,free/reduced,none,yes,no,none,active_problem_solving,medium,72,93.1,4.0,7.0,3.5,1,86,83,73
female,group B,high school,standard,completed,yes,no,private_tutor,active_problem_solving,medium,62,90.8,17.3,6.8,8.1,1,67,74,70
male,group C,some college,free/reduced,none,no,no,none,active_problem_solving,low,53,89.4,19.3,6.7,1.6,0,45,49,53
male,group A,associate's degree,free/reduced,none,yes,no,none,spaced_repetition,high,78,95.1,15.7,7.9,1.7,0,87,87,85
male,group A,associate's degree,standard,completed,yes,yes,private_tutor,active_problem_solving,medium,64,98.3,20.7,7.5,1.8,0,98,91,90
male,group C,some college,free/reduced,completed,yes,yes,none,spaced_repetition,medium,61,96.4,37.1,7.8,1.1,0,82,71,76
female,group D,high school,standard,none,yes,yes,none,group_study,high,61,87.9,4.7,7.6,3.6,2,58,63,62
female,group D,bachelor's degree,standard,none,yes,no,peer_tutoring,group_study,medium,63,95.7,23.3,8.0,4.3,0,89,85,81
female,group C,bachelor's degree,standard,none,yes,yes,none,active_problem_solving,high,68,94.0,22.5,7.0,4.0,0,95,93,89
female,group C,some high school,standard,completed,yes,no,peer_tutoring,passive_reading,low,70,96.4,18.7,4.9,3.2,0,92,89,82
female,group B,high school,standard,completed,yes,yes,none,spaced_repetition,medium,46,86.3,5.5,5.9,2.9,1,55,55,58
male,group B,bachelor's degree,free/reduced,completed,yes,yes,none,group_study,high,65,93.8,4.9,6.8,3.1,0,67,70,69
male,group E,some college,standard,completed,yes,no,none,spaced_repetition,medium,65,96.1,17.8,5.4,0.7,0,81,80,83
female,group D,high school,standard,none,yes,no,private_tutor,passive_reading,high,72,90.7,8.8,7.9,3.9,1,88,87,84
male,group C,high school,free/reduced,none,yes,no,none,passive_reading,high,50,93.8,14.7,6.1,3.0,2,37,35,36
female,group C,some college,free/reduced,none,no,yes,none,spaced_repetition,high,68,93.6,8.4,7.2,2.4,1,68,72,68
female,group D,associate's degree,free/reduced,none,yes,no,peer_tutoring,active_problem_solving,high,82,89.2,17.8,6.8,4.1,1,94,92,92
female,group B,some college,free/reduced,none,no,no,peer_tutoring,passive_reading,medium,75,97.8,9.3,5.2,1.9,1,70,69,72
female,group B,bachelor's degree,free/reduced,none,no,no,none,group_study,high,72,92.7,28.4,5.8,3.9,0,89,86,83
male,group A,high school,free/reduced,none,yes,no,peer_tutoring,spaced_repetition,high,62,97.7,21.0,9.2,0.5,0,69,68,72
male,group D,some college,standard,none,no,no,peer_tutoring,active_problem_solving,medium,61,87.3,12.8,9.3,2.9,1,67,63,65
female,group D,associate's degree,standard,none,yes,no,none,group_study,medium,65,98.0,6.4,9.1,7.7,0,70,71,71
female,group E,some college,free/reduced,completed,yes,no,peer_tutoring,passive_reading,high,86,95.1,14.0,7.0,3.9,0,100,100,99
male,group A,some high school,standard,completed,yes,yes,none,passive_reading,medium,71,84.3,16.0,6.2,1.3,0,77,76,72
female,group B,bachelor's degree,free/reduced,completed,yes,yes,none,group_study,high,53,90.5,24.2,8.2,2.7,0,83,82,80
female,group C,high school,standard,none,yes,no,peer_tutoring,active_problem_solving,high,57,95.0,9.4,5.6,1.2,0,70,68,65
female,group C,some college,free/reduced,none,yes,no,none,active_problem_solving,low,84,90.2,7.9,7.0,3.3,0,93,95,86
male,group C,master's degree,standard,completed,yes,yes,none,active_problem_solving,medium,67,94.3,26.7,6.4,1.5,0,100,99,100
male,group D,some college,free/reduced,none,yes,yes,none,spaced_repetition,low,62,94.2,14.6,7.2,3.3,0,62,61,66
male,group A,associate's degree,standard,none,yes,yes,none,passive_reading,high,56,92.1,17.2,7.4,6.8,0,59,56,60
male,group C,associate's degree,standard,none,yes,yes,none,group_study,low,66,90.4,19.7,5.8,3.5,1,65,67,64
male,group C,associate's degree,standard,completed,yes,yes,peer_tutoring,passive_reading,medium,51,93.2,3.0,7.2,1.0,0,61,58,60
male,group D,some college,standard,none,yes,no,private_tutor,active_problem_solving,low,82,93.9,7.7,6.3,6.5,0,88,83,90
male,group C,high school,free/reduced,completed,yes,yes,private_tutor,active_problem_solving,medium,84,94.2,29.1,7.4,1.6,0,100,97,96
female,group B,high school,standard,completed,yes,yes,none,group_study,medium,71,95.1,9.5,7.0,3.8,0,83,76,75
female,group D,high school,standard,none,yes,no,none,active_problem_solving,low,60,83.7,15.4,8.6,5.6,0,74,67,69
male,group B,associate's degree,free/reduced,none,yes,yes,none,spaced_repetition,high,57,96.4,13.1,7.5,1.2,0,67,68,61
female,group B,high school,free/reduced,none,yes,yes,private_tutor,group_study,medium,47,98.3,8.8,8.7,4.4,3,37,50,38
male,group C,high school,standard,none,yes,yes,none,active_problem_solving,high,72,94.0,16.9,6.8,0.6,0,89,83,83
male,group C,high school,standard,none,yes,yes,peer_tutoring,passive_reading,high,56,94.4,13.3,6.0,2.0,1,57,58,58
female,group E,some college,standard,none,yes,yes,peer_tutoring,group_study,high,88,84.4,16.8,7.7,2.9,1,99,100,95
male,group B,high school,standard,none,yes,no,none,active_problem_solving,medium,76,84.4,14.8,8.2,1.0,1,81,80,80
male,group D,some college,standard,completed,yes,no,none,passive_reading,low,73,90.7,15.2,8.4,9.1,0,76,79,77
female,group B,associate's degree,standard,completed,yes,no,none,spaced_repetition,low,78,85.9,22.8,6.8,3.9,1,99,96,94
female,group C,some high school,free/reduced,none,yes,no,none,spaced_repetition,medium,63,84.1,22.9,6.2,6.6,0,58,61,55
female,group E,associate's degree,standard,none,yes,no,none,spaced_repetition,high,61,93.3,15.0,7.9,4.4,1,81,74,81
male,group D,some college,standard,none,no,no,peer_tutoring,passive_reading,high,60,99.6,14.0,4.7,3.2,1,54,55,61
male,group D,some high school,standard,none,yes,no,none,active_problem_solving,medium,54,99.5,8.3,6.9,2.0,0,73,68,67
male,group C,some high school,standard,none,yes,no,none,group_study,low,76,97.0,9.0,5.7,3.1,1,70,65,63
female,group D,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,medium,54,94.9,11.9,8.1,6.6,0,69,65,58
female,group B,associate's degree,standard,none,yes,no,none,group_study,medium,48,93.3,19.8,7.3,1.1,0,60,61,52
male,group C,high school,free/reduced,completed,yes,yes,none,group_study,low,48,98.7,26.2,7.4,3.2,2,51,56,59
female,group D,some high school,standard,completed,yes,no,none,spaced_repetition,medium,80,95.2,27.9,7.9,6.4,0,100,99,92
male,group C,some college,standard,none,yes,yes,none,spaced_repetition,medium,60,98.6,9.2,5.7,7.7,0,72,74,74
male,group E,bachelor's degree,free/reduced,completed,no,no,peer_tutoring,group_study,medium,64,98.3,6.4,6.6,1.5,0,80,73,75
male,group D,some college,standard,none,yes,yes,none,group_study,medium,67,96.5,14.1,7.1,7.5,0,63,64,68
female,group C,master's degree,free/reduced,none,yes,no,none,spaced_repetition,medium,73,96.0,4.1,8.2,5.4,1,79,76,78
female,group C,some high school,standard,none,no,no,none,active_problem_solving,medium,69,90.1,9.2,8.2,1.9,0,71,75,72
female,group D,high school,standard,completed,no,no,private_tutor,passive_reading,medium,56,84.5,24.0,7.2,4.8,0,67,67,64
female,group C,bachelor's degree,free/reduced,completed,yes,yes,private_tutor,active_problem_solving,medium,58,93.6,15.4,8.5,2.6,0,75,74,66
male,group B,some college,free/reduced,none,yes,yes,none,spaced_repetition,low,62,90.5,15.2,6.9,5.6,2,50,50,49
female,group D,some high school,free/reduced,completed,yes,no,private_tutor,group_study,low,81,99.0,2.0,7.4,2.3,0,92,93,84
female,group E,some college,free/reduced,completed,yes,no,none,group_study,high,68,99.0,22.1,5.5,0.7,0,85,84,79
female,group B,high school,standard,none,yes,no,none,active_problem_solving,medium,57,98.8,5.2,6.7,4.4,0,71,67,54
female,group C,associate's degree,standard,none,yes,yes,peer_tutoring,active_problem_solving,medium,39,95.3,4.7,5.8,5.1,0,50,49,48
male,group D,associate's degree,standard,none,yes,no,none,passive_reading,medium,65,96.3,14.1,5.6,5.5,1,60,61,66
male,group B,associate's degree,standard,none,yes,yes,none,spaced_repetition,high,48,95.4,3.0,7.7,5.3,0,51,48,55
female,group E,some high school,standard,completed,yes,no,none,spaced_repetition,medium,66,92.2,13.5,6.1,3.2,0,82,77,78
female,group D,bachelor's degree,standard,completed,yes,no,none,group_study,medium,63,97.7,12.6,7.2,2.9,1,84,75,79
male,group D,high school,free/reduced,none,no,no,none,group_study,high,55,95.6,18.6,6.3,1.3,1,52,53,55
female,group A,some high school,free/reduced,none,yes,no,none,spaced_repetition,medium,44,89.5,14.6,7.1,3.0,1,33,32,30
female,group D,associate's degree,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,low,70,91.5,20.1,8.5,6.6,1,73,71,66
female,group C,high school,standard,completed,yes,no,none,spaced_repetition,low,61,85.1,20.1,7.6,3.0,0,80,76,70
female,group C,high school,free/reduced,none,no,no,peer_tutoring,passive_reading,medium,66,96.0,17.3,7.0,1.7,0,71,71,69
female,group D,master's degree,standard,none,yes,no,private_tutor,passive_reading,low,79,97.1,20.6,6.9,4.4,0,100,99,96
female,group E,associate's degree,standard,none,no,no,none,group_study,low,60,85.4,18.1,6.6,5.4,1,57,55,60
female,group B,some high school,standard,completed,yes,yes,none,active_problem_solving,high,41,84.9,13.5,7.7,3.5,0,66,60,56
female,group D,bachelor's degree,standard,none,yes,yes,peer_tutoring,group_study,low,53,82.6,20.4,8.4,3.2,1,61,60,61
male,group D,associate's degree,free/reduced,none,yes,no,none,group_study,low,64,95.6,20.3,7.3,4.2,0,65,62,65
male,group D,some college,standard,none,yes,no,none,active_problem_solving,medium,68,82.1,6.8,6.1,4.5,0,65,63,68
male,group C,high school,free/reduced,none,yes,no,peer_tutoring,active_problem_solving,high,64,81.1,6.9,6.9,2.6,1,64,63,63
female,group C,high school,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,low,63,88.8,9.0,6.1,2.0,1,63,67,67
female,group B,associate's degree,free/reduced,none,yes,no,none,passive_reading,low,54,93.2,18.8,8.2,1.1,1,46,55,50
female,group C,some college,standard,none,yes,no,none,group_study,high,54,89.5,10.8,5.4,3.0,0,61,57,55
female,group D,associate's degree,free/reduced,none,yes,yes,none,spaced_repetition,medium,100,99.6,28.1,7.1,2.4,1,100,100,100
male,group E,some college,standard,completed,yes,yes,private_tutor,group_study,high,84,97.4,4.0,7.4,3.1,2,100,100,100
male,group D,some college,standard,none,yes,no,none,passive_reading,medium,62,92.6,12.2,7.8,2.0,0,59,61,68
female,group C,high school,free/reduced,none,yes,yes,none,spaced_repetition,medium,70,87.7,13.2,7.9,1.2,0,71,67,64
male,group C,some high school,free/reduced,none,yes,yes,peer_tutoring,group_study,medium,77,96.2,23.2,7.0,6.1,0,75,75,74
female,group E,associate's degree,standard,completed,no,no,none,spaced_repetition,high,49,89.0,8.0,9.0,5.7,1,67,62,57
female,group B,master's degree,standard,completed,yes,no,none,passive_reading,medium,58,87.9,18.4,5.8,3.7,2,78,73,75
female,group A,master's degree,standard,completed,no,no,none,active_problem_solving,high,63,89.2,21.6,7.3,1.8,0,88,87,83
female,group C,some college,free/reduced,none,yes,yes,none,group_study,medium,69,98.0,17.5,6.7,5.7,0,82,78,74
male,group D,high school,free/reduced,none,no,no,none,spaced_repetition,high,48,96.9,22.0,7.5,1.6,0,37,39,47
female,group B,high school,standard,completed,yes,yes,none,spaced_repetition,high,59,89.0,12.2,7.7,2.3,0,79,72,74
female,group D,bachelor's degree,standard,none,yes,yes,private_tutor,active_problem_solving,medium,68,92.9,29.1,6.7,4.6,1,100,93,87
female,group C,some college,free/reduced,none,yes,no,none,active_problem_solving,low,89,97.2,8.0,6.4,3.7,0,93,99,94
male,group D,some college,standard,none,no,yes,none,spaced_repetition,medium,62,81.4,25.4,6.5,5.8,0,69,65,67
female,group D,some high school,standard,none,no,yes,private_tutor,group_study,medium,49,99.5,22.6,5.2,3.4,2,57,52,58
female,group E,some high school,standard,completed,yes,yes,private_tutor,group_study,high,60,87.1,10.1,7.0,1.6,0,77,71,79
female,group D,associate's degree,standard,none,yes,yes,none,spaced_repetition,medium,80,98.3,6.2,7.4,4.6,1,94,91,86
female,group E,master's degree,free/reduced,none,yes,yes,private_tutor,spaced_repetition,medium,68,93.2,12.3,8.1,2.7,0,84,86,82
male,group C,bachelor's degree,standard,none,yes,yes,none,active_problem_solving,low,69,94.9,18.5,8.4,9.0,0,75,80,71
female,group D,master's degree,standard,none,yes,yes,peer_tutoring,passive_reading,medium,29,97.1,8.7,7.9,1.4,1,41,36,37
male,group E,high school,standard,none,yes,yes,none,group_study,low,77,99.9,19.7,6.8,1.6,0,84,81,78
male,group C,bachelor's degree,free/reduced,none,yes,no,none,passive_reading,low,66,84.1,11.6,6.6,1.4,0,64,63,61
female,group C,bachelor's degree,standard,none,yes,no,private_tutor,group_study,low,57,96.0,12.9,6.7,0.5,1,59,59,62
female,group B,associate's degree,standard,completed,yes,yes,private_tutor,active_problem_solving,high,79,83.2,27.1,5.2,2.9,0,100,98,97
male,group E,master's degree,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,medium,58,91.4,6.3,8.0,5.9,3,61,61,59
male,group C,some high school,standard,completed,yes,yes,peer_tutoring,group_study,medium,88,87.9,8.4,8.8,3.3,0,100,100,98
male,group C,associate's degree,standard,none,yes,yes,peer_tutoring,group_study,high,48,91.2,14.2,7.2,8.4,0,53,54,50
female,group C,high school,free/reduced,completed,yes,yes,peer_tutoring,active_problem_solving,low,58,94.6,22.3,9.4,2.7,0,70,65,67
female,group B,high school,standard,none,yes,no,none,group_study,medium,66,89.4,11.7,8.2,2.9,2,61,62,58
female,group C,high school,standard,none,yes,no,none,group_study,medium,40,96.4,12.8,7.8,5.0,0,39,41,40
female,group C,associate's degree,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,high,61,90.8,11.9,8.2,6.5,0,69,68,70
female,group C,high school,free/reduced,completed,no,yes,peer_tutoring,active_problem_solving,medium,66,91.5,27.8,7.1,5.2,0,83,81,84
female,group D,high school,standard,completed,yes,yes,none,active_problem_solving,low,48,94.9,7.9,6.6,0.5,0,62,54,49
female,group E,high school,standard,none,yes,no,peer_tutoring,group_study,medium,66,98.6,8.7,8.2,3.5,1,78,75,72
female,group E,bachelor's degree,free/reduced,completed,yes,no,none,active_problem_solving,medium,85,91.7,2.2,7.0,1.6,0,100,98,97
female,group B,high school,standard,none,yes,no,private_tutor,passive_reading,high,62,91.7,13.4,5.0,2.0,0,73,72,67
male,group B,high school,free/reduced,completed,yes,yes,peer_tutoring,spaced_repetition,high,51,85.4,12.9,7.2,7.2,1,57,56,57
male,group C,some high school,standard,completed,yes,no,none,active_problem_solving,high,80,97.6,9.4,6.2,3.6,0,100,93,100
male,group C,some college,standard,completed,yes,no,none,active_problem_solving,high,57,91.5,7.3,7.8,5.9,2,67,67,65
female,group C,high school,standard,none,yes,no,none,passive_reading,medium,77,99.3,14.4,8.7,2.8,0,82,81,79
female,group D,associate's degree,standard,none,yes,no,none,active_problem_solving,medium,82,77.8,14.9,7.9,3.1,0,100,95,97
female,group E,high school,free/reduced,none,yes,no,none,spaced_repetition,low,44,86.0,10.0,7.9,1.8,0,35,37,40
male,group C,high school,free/reduced,none,yes,yes,none,spaced_repetition,low,37,92.1,21.8,7.4,1.9,1,24,25,29
female,group D,some college,standard,completed,yes,yes,none,spaced_repetition,medium,71,80.6,13.4,7.4,2.6,0,88,87,79
female,group C,associate's degree,standard,none,yes,no,peer_tutoring,passive_reading,medium,54,87.4,7.1,6.3,7.9,1,62,59,60
female,group E,master's degree,free/reduced,completed,yes,yes,private_tutor,spaced_repetition,low,73,96.6,12.7,8.5,7.6,0,98,92,94
female,group B,high school,standard,completed,yes,yes,none,spaced_repetition,medium,75,97.4,8.1,7.8,5.7,1,87,86,85
female,group E,high school,free/reduced,completed,yes,yes,peer_tutoring,active_problem_solving,medium,63,88.0,8.1,7.8,2.9,0,76,73,68
female,group C,high school,free/reduced,none,yes,yes,none,spaced_repetition,low,50,92.5,10.2,7.4,5.9,0,50,49,47
female,group B,high school,standard,completed,yes,no,none,group_study,medium,59,87.6,11.0,7.9,3.1,0,69,73,65
male,group C,high school,standard,none,yes,no,none,spaced_repetition,low,53,86.9,8.0,7.6,3.6,0,45,49,47
female,group B,associate's degree,standard,completed,yes,yes,none,spaced_repetition,high,75,94.5,19.2,7.6,4.0,1,100,95,94
female,group B,some college,free/reduced,none,yes,yes,none,group_study,high,59,92.1,14.5,5.2,2.5,0,62,65,54
male,group D,high school,free/reduced,completed,yes,no,none,spaced_repetition,medium,77,89.9,6.8,7.7,2.6,0,84,86,89
female,group D,associate's degree,standard,completed,yes,yes,none,spaced_repetition,medium,80,89.3,9.3,7.1,1.9,0,100,100,96
female,group C,bachelor's degree,standard,none,yes,yes,none,group_study,medium,46,94.9,7.2,5.8,7.4,1,55,53,52
female,group C,associate's degree,free/reduced,none,no,no,none,group_study,low,67,83.5,8.8,7.3,3.6,0,68,71,63
