Hours_Studied,Previous_Score,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index
8,58,No,6,1,50.5
1,69,No,7,0,43.5
9,96,No,6,9,94.4
5,97,Yes,9,5,86.6
4,73,Yes,4,3,59.9
6,53,No,9,2,39.9
6,61,Yes,6,1,50.8
2,83,Yes,4,1,62.0
8,56,No,9,3,50.7
7,99,No,7,0,89.2
1,98,Yes,5,5,74.4
5,54,Yes,9,9,39.3
6,89,No,8,4,81.4
4,87,No,6,9,75.9
2,71,Yes,8,8,53.5
4,52,Yes,5,1,35.4
1,60,Yes,7,8,41.3
7,88,No,9,8,84.1
2,79,Yes,7,9,57.5
2,72,Yes,5,8,45.3
9,96,Yes,8,9,96.4
5,97,Yes,9,9,88.1
2,66,Yes,6,3,41.0
9,74,Yes,4,4,69.2
9,55,No,7,7,52.1
1,67,No,5,7,41.8
3,73,No,9,0,55.2
4,86,Yes,8,9,73.3
7,40,No,6,0,31.7
4,80,Yes,8,9,66.2
2,87,Yes,6,5,62.7
7,70,Yes,9,6,66.5
6,75,Yes,4,1,63.1
3,83,Yes,4,1,62.8
6,72,No,5,4,58.3
6,72,No,5,8,65.3
5,78,No,6,4,61.2
4,57,Yes,6,7,40.8
1,62,No,6,7,39.9
6,99,Yes,6,4,90.0
2,62,No,9,7,42.2
3,54,No,9,7,37.8
8,65,No,4,4,52.9
6,69,No,5,4,61.9
3,64,No,5,3,46.7
7,84,No,7,0,75.8
4,55,Yes,5,8,35.8
9,78,Yes,5,1,72.2
5,87,Yes,8,0,73.9
3,84,Yes,8,5,73.5
2,53,Yes,7,4,29.6
2,56,No,6,0,32.0
3,51,Yes,7,6,28.8
2,68,Yes,7,6,47.8
4,71,Yes,4,2,52.9
2,95,Yes,9,7,73.3
9,63,Yes,5,5,58.2
2,91,Yes,4,3,69.0
9,52,Yes,9,9,54.1
6,95,Yes,5,9,86.2
1,59,Yes,7,9,35.9
4,54,No,5,2,35.0
1,95,Yes,6,0,69.7
6,92,Yes,6,1,80.7
4,43,No,7,1,27.4
3,93,No,8,4,78.7
3,73,Yes,6,3,54.6
9,67,Yes,7,1,63.3
6,89,Yes,4,8,74.9
9,41,No,8,6,39.3
5,96,Yes,6,7,83.7
2,86,No,7,7,65.5
8,69,No,7,1,60.6
5,65,No,4,4,48.3
2,90,No,4,2,66.3
4,86,No,8,9,76.0
9,65,Yes,9,8,67.2
4,59,Yes,6,8,43.4
4,81,No,7,5,68.2
2,67,No,8,3,48.5
6,95,No,8,7,89.0
2,59,No,4,4,36.8
7,50,Yes,7,2,42.3
3,97,No,5,7,80.4
3,49,No,9,5,35.5
5,62,Yes,9,4,50.3
3,76,Yes,4,0,55.8
2,80,Yes,7,2,62.5
9,91,Yes,8,6,93.3
2,58,No,9,2,36.7
2,84,No,8,0,62.3
8,57,No,6,7,50.8
9,88,No,5,6,83.5
7,66,No,4,4,55.6
3,45,No,9,9,33.8
9,49,No,6,4,44.2
3,41,No,6,5,15.8
5,63,No,5,6,45.8
9,77,Yes,4,2,72.9
3,67,No,4,3,45.0
7,67,Yes,8,0,64.4
1,92,Yes,4,6,68.5
4,84,Yes,6,9,64.5
4,89,Yes,8,1,76.6
7,78,No,4,6,68.3
8,41,Yes,5,5,33.3
1,85,Yes,6,3,60.2
5,44,No,7,1,30.0
7,89,Yes,5,6,81.6
4,50,No,5,6,33.7
4,49,No,4,4,28.5
4,82,No,8,8,68.2
6,98,No,8,2,90.6
7,41,Yes,6,8,32.0
2,54,No,4,4,30.9
5,78,Yes,8,1,60.3
4,80,Yes,9,8,67.2
3,76,No,7,0,53.0
7,46,Yes,9,0,40.0
6,59,No,4,6,43.5
7,73,Yes,4,2,64.5
5,74,Yes,8,7,65.9
6,73,Yes,5,6,62.2
5,92,Yes,4,6,79.6
7,61,No,5,0,47.9
2,70,No,6,0,44.3
5,62,Yes,6,1,42.9
6,58,Yes,8,1,50.2
6,43,Yes,6,4,28.8
5,63,Yes,9,8,53.2
7,59,No,9,6,54.1
8,78,Yes,9,1,75.3
7,67,Yes,8,4,66.9
5,93,Yes,8,4,84.4
1,78,No,9,7,55.2
5,56,Yes,5,8,40.7
2,58,No,9,7,39.0
5,93,No,5,1,76.8
5,87,Yes,6,3,74.9
2,74,Yes,5,1,45.8
5,71,Yes,4,5,54.4
4,86,No,7,3,72.9
1,85,No,4,6,60.8
3,86,Yes,4,1,66.5
1,85,No,8,8,62.2
5,78,Yes,7,4,62.2
4,96,Yes,8,0,84.8
7,74,Yes,5,2,64.6
5,69,Yes,9,3,59.3
4,56,Yes,5,2,45.7
2,81,Yes,7,5,63.7
4,86,No,6,5,69.4
2,68,No,5,9,45.6
8,45,No,4,6,38.3
3,99,Yes,7,8,78.4
9,56,Yes,7,9,56.9
4,56,Yes,5,8,37.9
6,53,No,5,6,41.7
5,63,Yes,8,0,50.9
1,96,No,8,2,75.9
9,89,Yes,4,4,86.9
1,96,No,7,9,73.3
8,76,Yes,6,5,73.6
9,79,Yes,6,5,78.0
9,78,No,7,4,76.4
1,94,No,4,5,68.8
2,71,No,8,8,54.9
1,75,Yes,8,0,55.9
2,89,No,8,0,70.7
8,76,No,6,8,67.7
5,87,Yes,6,7,73.8
7,53,Yes,4,8,43.3
2,66,No,6,6,43.6
8,98,Yes,5,9,98.8
6,58,No,6,5,49.4
8,70,No,8,8,65.1
1,85,No,4,1,57.9
1,48,Yes,7,3,20.8
7,77,No,7,1,71.1
8,56,No,4,5,47.1
3,58,Yes,5,0,34.7
5,83,No,7,6,65.7
1,43,No,8,6,19.5
7,87,No,7,6,82.9
5,96,Yes,7,3,85.2
8,50,No,8,7,47.2
8,61,Yes,6,4,57.5
9,43,Yes,5,1,43.0
7,56,No,8,4,54.6
1,47,No,8,9,26.4
3,85,Yes,9,8,67.6
8,98,No,4,9,94.7
3,73,No,5,0,52.5
8,50,Yes,6,1,41.2
1,70,No,9,9,49.2
5,50,No,8,7,40.2
4,95,Yes,9,4,79.3
5,93,No,6,8,80.5
8,95,Yes,9,5,95.9
4,77,Yes,9,7,64.8
4,92,No,9,0,74.0
3,60,Yes,8,8,47.1
7,85,No,8,8,79.8
3,69,No,4,2,51.9
3,49,Yes,7,0,25.0
5,65,Yes,5,7,45.2
5,66,Yes,4,7,50.6
6,47,Yes,6,8,36.1
8,78,Yes,9,5,77.9
6,47,Yes,8,8,39.7
1,99,No,9,9,82.3
8,47,No,8,8,42.9
8,94,Yes,5,3,90.3
9,73,No,4,4,68.0
9,98,Yes,4,5,100.0
2,55,Yes,6,5,36.3
2,80,No,4,9,60.1
3,52,No,4,1,26.6
1,62,Yes,7,3,39.5
4,51,Yes,5,8,37.2
4,66,Yes,9,6,54.3
9,61,No,4,8,57.4
9,71,Yes,6,5,69.0
9,96,Yes,9,6,98.0
7,88,No,8,8,82.6
2,66,No,4,3,42.8
5,41,No,4,8,22.2
4,84,Yes,9,2,69.5
8,72,Yes,8,7,64.7
2,65,No,7,2,46.9
6,67,Yes,5,2,57.6
5,58,Yes,7,2,45.2
2,82,No,6,8,58.4
1,44,No,9,9,16.0
8,72,Yes,4,2,65.9
2,59,No,7,5,38.0
7,69,No,5,3,57.7
9,84,Yes,6,1,83.4
9,47,Yes,7,2,48.6
8,77,Yes,4,4,71.4
9,56,Yes,5,9,57.8
2,83,Yes,4,3,57.2
6,40,Yes,4,4,24.1
4,42,No,6,0,28.1
4,85,No,5,3,64.0
5,65,No,8,9,54.6
3,70,Yes,4,2,50.4
1,47,Yes,5,1,25.4
8,82,Yes,4,6,77.7
5,98,Yes,7,9,83.4
3,85,Yes,7,8,67.7
7,47,No,5,0,41.0
7,74,Yes,6,6,66.1
1,78,No,8,0,56.0
9,67,Yes,7,4,66.7
2,90,No,6,0,70.7
5,43,No,8,2,32.0
5,96,No,7,7,85.4
8,55,No,8,3,50.1
8,52,No,9,0,47.8
7,59,No,4,0,46.4
7,90,No,5,7,86.2
6,44,Yes,7,7,33.2
6,94,Yes,7,3,83.6
9,76,No,4,3,72.3
6,59,Yes,7,9,50.2
2,63,Yes,7,1,41.3
2,75,No,9,1,53.4
5,73,Yes,7,5,59.8
4,97,No,7,7,82.1
2,84,Yes,7,6,66.7
3,87,No,6,6,68.6
7,93,Yes,7,2,89.0
8,73,No,4,1,65.4
6,58,Yes,9,9,54.5
5,56,Yes,7,6,47.7
1,44,Yes,8,3,20.7
8,64,No,9,0,60.5
3,57,No,9,0,39.9
6,99,Yes,8,3,93.6
3,94,Yes,4,4,77.7
7,92,No,6,4,84.3
7,89,Yes,4,0,78.2
9,47,Yes,6,2,51.5
5,66,No,5,5,50.3
8,54,No,8,9,49.0
8,84,Yes,9,6,81.6
1,52,No,9,0,30.7
5,55,Yes,9,7,43.7
3,61,Yes,8,3,45.0
1,59,No,8,8,38.6
4,52,Yes,6,5,33.3
8,59,No,9,0,51.6
3,41,No,4,1,17.0
2,74,Yes,6,2,48.7
9,86,No,9,1,83.8
5,94,Yes,8,9,81.8
7,58,No,8,6,53.0
2,84,Yes,8,0,68.2
9,76,No,9,8,76.6
9,97,Yes,8,1,95.9
4,93,Yes,5,3,80.9
4,45,No,8,7,28.0
6,53,Yes,9,2,45.3
6,43,Yes,6,8,30.3
1,61,Yes,8,6,40.2
9,90,Yes,7,9,91.5
2,94,Yes,5,2,69.6
5,78,Yes,9,2,68.5
9,75,No,8,4,75.4
4,73,No,7,4,53.9
3,66,No,9,9,48.4
7,46,No,6,4,37.6
6,42,Yes,5,8,29.5
8,86,Yes,8,8,85.1
3,72,No,6,5,53.9
5,41,Yes,9,6,28.3
4,81,No,7,9,70.8
4,55,Yes,9,7,39.7
4,64,Yes,9,8,50.9
8,99,No,5,5,90.2
6,54,Yes,8,7,46.4
3,63,No,6,1,41.4
5,54,No,5,9,42.1
6,70,No,7,7,61.4
5,53,Yes,8,1,43.1
6,93,Yes,5,7,83.7
8,53,No,7,1,42.4
7,45,Yes,7,2,37.8
5,53,No,6,6,41.5
6,56,No,9,8,49.6
4,57,Yes,7,2,41.0
9,59,No,7,4,58.0
4,90,Yes,9,8,77.4
1,56,Yes,4,6,32.2
7,55,Yes,7,1,46.7
7,79,No,8,4,73.1
4,78,No,5,4,61.1
3,91,Yes,9,8,72.8
8,71,Yes,9,1,65.8
5,99,No,9,0,88.7
7,83,Yes,8,3,79.0
4,48,Yes,9,3,32.2
4,66,No,8,0,49.1
8,85,No,6,9,79.5
8,91,No,4,6,88.4
2,72,Yes,9,1,49.1
2,49,No,4,8,25.2
3,56,No,9,6,43.3
3,88,No,8,6,74.2
1,88,No,5,0,62.6
3,75,No,4,8,55.5
6,56,No,4,9,46.8
8,57,No,8,8,51.1
6,91,Yes,4,1,76.7
5,62,No,6,9,49.1
4,73,Yes,8,8,58.2
3,47,Yes,4,1,29.9
4,52,No,4,1,36.9
7,62,Yes,4,7,54.4
1,96,No,8,2,71.3
7,93,Yes,5,2,87.6
1,59,No,7,6,34.0
2,61,Yes,9,9,39.8
4,86,No,4,5,67.5
1,91,No,7,6,68.0
9,62,Yes,7,5,58.4
6,80,Yes,4,8,70.9
1,74,No,4,1,48.1
1,42,Yes,9,7,21.3
6,73,No,7,5,58.8
4,72,Yes,5,3,56.7
4,85,No,7,5,69.2
6,56,Yes,5,5,40.7
7,84,No,6,9,77.5
9,58,Yes,5,2,54.9
5,69,No,9,7,58.2
9,62,Yes,8,4,63.2
4,54,No,4,9,38.1
2,98,Yes,6,3,74.2
3,96,Yes,7,1,77.2
1,53,No,5,9,28.0
6,41,Yes,6,0,30.1
6,78,Yes,8,6,68.4
1,88,No,5,9,62.0
3,57,No,9,2,38.6
5,45,No,7,2,35.1
3,98,No,7,2,77.4
3,71,Yes,5,9,55.0
3,60,Yes,8,2,44.0
5,79,Yes,4,1,62.9
5,67,No,4,5,49.6
4,66,Yes,7,9,50.3
1,41,Yes,8,2,16.8
5,72,No,7,0,54.1
5,55,Yes,4,9,35.7
4,78,Yes,7,8,63.9
6,61,No,5,5,47.8
4,95,Yes,9,5,78.5
7,82,No,5,9,73.7
7,86,No,9,8,81.3
2,52,Yes,8,1,30.7
3,95,Yes,4,9,73.2
1,41,Yes,8,8,18.1
8,53,No,8,2,45.0
9,95,No,4,2,90.1
4,77,Yes,6,2,60.9
6,80,Yes,6,0,65.6
9,67,No,7,9,64.1
6,46,Yes,6,6,37.0
9,57,Yes,5,9,51.5
4,95,No,9,6,82.5
8,80,Yes,8,1,74.6
9,94,Yes,7,5,93.3
4,75,Yes,8,3,56.5
5,80,Yes,4,6,65.7
8,75,No,6,6,69.7
6,83,No,4,3,69.9
7,43,No,7,2,32.5
3,96,No,9,6,82.1
7,69,Yes,5,8,60.3
8,63,Yes,6,3,59.1
6,59,Yes,4,5,46.6
9,85,Yes,9,6,87.3
6,95,No,6,9,85.1
9,70,Yes,8,2,69.8
4,63,Yes,5,4,47.7
8,46,No,9,0,43.8
4,65,No,6,5,51.0
2,52,No,5,4,25.9
9,93,Yes,9,6,99.2
5,47,No,8,8,34.8
4,94,Yes,8,3,83.7
2,44,Yes,4,8,23.5
1,83,No,7,5,60.5
7,52,No,4,4,40.3
6,68,No,5,1,58.1
2,59,Yes,4,0,32.9
8,53,Yes,9,7,52.1
4,71,Yes,6,5,58.9
8,99,No,9,6,99.7
7,89,Yes,4,5,78.6
5,66,Yes,7,9,54.4
8,95,Yes,9,6,96.0
9,64,Yes,9,8,65.1
5,91,No,9,4,78.5
5,43,Yes,7,0,30.1
2,60,No,9,0,38.2
5,57,No,5,8,38.7
3,78,Yes,8,4,60.4
7,54,Yes,7,1,51.9
5,92,No,5,2,79.4
8,77,Yes,7,0,72.1
1,87,No,7,5,66.6
3,91,Yes,8,5,75.5
3,63,Yes,6,2,41.1
9,47,No,5,2,40.1
5,67,Yes,7,6,50.9
9,60,No,7,0,52.7
9,55,No,4,4,49.9
1,99,Yes,9,2,81.4
2,93,No,6,4,73.3
5,55,Yes,8,3,45.3
4,74,Yes,5,5,60.5
9,56,Yes,7,8,54.8
7,48,No,9,1,43.0
6,96,Yes,5,9,83.3
7,74,Yes,8,7,71.1
1,91,No,6,1,66.2
1,68,No,4,3,43.2
8,78,No,6,8,72.3
2,57,No,4,3,32.4
9,51,Yes,5,6,47.7
7,58,Yes,6,4,49.7
6,87,Yes,6,1,75.1
1,61,Yes,6,7,36.7
1,98,No,8,9,73.5
2,95,No,5,9,73.3
6,88,Yes,4,1,71.5
6,91,No,6,2,76.7
2,54,No,5,9,30.6
1,40,No,9,6,16.3
5,41,No,8,4,28.3
5,47,No,8,9,37.3
2,61,Yes,9,2,42.1
6,64,Yes,5,1,55.1
9,41,No,4,5,35.7
2,90,No,5,9,66.4
2,48,Yes,5,0,22.8
3,48,Yes,7,7,29.7
7,52,No,8,4,43.9
6,45,No,4,4,33.9
8,69,No,7,1,63.4
8,54,Yes,9,6,50.0
6,90,No,5,4,75.2
3,92,No,9,7,76.3
3,54,No,8,4,37.8
1,89,No,7,8,65.0
7,46,No,7,4,38.4
5,97,No,4,2,85.3
4,50,No,5,1,30.2
4,79,No,4,4,60.7
4,77,Yes,7,9,62.0
6,79,Yes,7,9,71.6
8,41,Yes,4,4,33.9
8,90,No,7,5,89.6
5,87,Yes,6,1,74.0
6,78,Yes,8,4,69.2
4,49,Yes,5,0,30.8
9,83,Yes,8,2,77.5
8,56,Yes,5,2,45.2
1,46,No,7,2,22.6
2,93,Yes,4,2,68.1
9,79,No,4,7,77.8
8,78,No,7,0,73.7
3,43,Yes,5,5,26.4
8,74,No,7,5,69.0
1,90,Yes,5,0,67.1
4,86,No,7,0,68.8
3,75,No,7,2,57.9
6,70,Yes,7,7,62.6
7,64,No,4,5,47.9
4,80,No,5,3,69.4
7,52,No,9,4,49.8
9,57,No,7,9,56.8
2,60,No,8,2,45.2
3,87,No,8,5,69.4
5,40,No,4,5,25.6
3,75,No,6,5,55.9
8,89,Yes,9,8,86.1
8,47,No,4,9,39.4
8,91,Yes,6,7,84.2
9,87,Yes,4,5,84.3
4,60,No,8,1,42.0
5,82,No,7,3,71.3
5,91,Yes,5,5,78.0
8,92,Yes,7,8,93.0
7,92,Yes,8,1,83.0
9,60,No,5,5,56.3
8,66,No,6,9,61.6
2,58,No,6,9,41.6
4,62,Yes,8,9,47.7
6,90,No,5,6,79.1
2,89,No,7,7,68.4
7,90,No,8,8,86.8
3,82,No,6,4,60.6
3,74,Yes,8,8,56.9
2,79,No,7,8,59.9
8,91,No,4,6,84.2
6,90,Yes,9,1,82.5
1,81,No,9,7,58.1
1,87,Yes,9,4,65.8
7,44,Yes,4,7,31.9
8,91,No,7,1,82.1
5,80,Yes,5,6,68.9
5,47,No,8,4,33.8
4,50,Yes,7,3,32.9
6,55,Yes,4,9,41.0
6,78,No,6,5,69.1
3,86,Yes,9,4,69.5
9,63,No,9,5,65.0
7,60,No,7,8,53.4
1,91,No,9,0,72.6
7,62,No,9,0,59.7
5,88,Yes,7,5,72.6
5,77,No,7,1,64.5
2,86,Yes,4,7,64.2
4,47,No,4,6,25.6
6,46,Yes,9,5,36.6
7,41,Yes,7,3,34.2
5,69,Yes,7,8,57.5
9,52,Yes,9,6,55.7
3,62,No,5,6,42.6
1,68,No,6,4,40.4
4,77,Yes,8,0,65.8
9,76,Yes,8,1,74.7
4,59,No,9,7,42.3
2,72,Yes,8,4,54.6
5,68,Yes,4,1,53.3
3,89,No,4,4,68.5
9,54,Yes,5,7,50.6
4,62,Yes,9,3,48.1
6,81,No,4,2,68.7
2,42,Yes,9,4,22.3
6,76,No,9,6,70.6
3,95,No,7,1,75.2
9,68,No,6,0,63.0
2,84,No,6,4,59.8
9,47,Yes,9,6,47.5
5,61,No,6,7,50.6
8,92,No,6,7,87.0
2,68,Yes,8,9,45.7
6,41,No,8,8,32.9
3,80,Yes,7,0,62.7
5,88,No,5,6,73.7
8,98,No,4,9,94.2
1,89,No,4,7,66.7
5,84,No,8,5,70.5
3,40,Yes,9,9,21.7
4,83,Yes,6,3,66.8
2,59,Yes,7,6,40.9
9,91,No,5,2,81.4
3,60,No,8,1,38.8
2,76,No,9,5,55.7
9,47,Yes,7,1,42.9
7,66,No,9,5,62.9
6,86,Yes,7,9,79.2
1,98,Yes,8,2,77.4
5,74,Yes,7,1,61.0
3,45,No,6,7,23.9
1,99,No,7,3,75.9
4,84,No,5,3,66.6
2,83,No,7,6,64.0
2,58,Yes,4,7,33.7
3,57,Yes,7,8,41.6
8,95,No,9,9,91.8
8,40,No,8,7,35.8
7,64,No,4,3,46.7
6,66,Yes,8,1,57.3
9,46,No,9,9,46.5
4,83,Yes,5,4,67.7
1,81,Yes,6,6,57.2
8,68,Yes,5,1,59.3
7,70,Yes,4,3,57.9
7,83,Yes,9,5,78.9
3,82,Yes,9,7,71.3
4,75,Yes,6,9,60.1
9,58,No,7,5,54.5
6,45,No,4,5,34.5
5,64,No,6,5,50.0
3,70,Yes,8,3,52.6
9,48,Yes,6,2,50.1
5,59,No,8,0,44.9
5,49,Yes,8,1,37.0
4,76,Yes,9,1,60.5
4,66,Yes,6,9,51.4
1,52,Yes,9,6,29.2
7,80,Yes,9,5,72.4
9,41,Yes,5,7,38.2
3,89,Yes,5,8,68.5
2,60,Yes,9,4,44.7
3,72,Yes,9,2,56.5
1,63,Yes,8,3,38.2
6,92,Yes,9,7,81.0
7,83,Yes,4,2,74.0
2,81,No,6,1,59.3
8,73,Yes,4,6,66.1
6,99,Yes,5,3,90.5
4,48,No,4,7,34.0
5,41,No,7,0,26.0
8,94,No,7,7,87.6
3,95,Yes,5,4,73.8
3,69,Yes,4,1,47.6
4,61,No,6,0,44.9
1,85,No,5,5,61.3
9,50,No,7,8,46.2
8,94,Yes,5,8,85.3
8,82,Yes,4,8,76.3
6,56,No,4,3,43.9
7,75,Yes,4,5,66.1
6,52,Yes,8,9,47.1
9,46,No,4,5,42.5
3,55,No,9,4,41.5
3,72,No,7,1,51.8
3,84,Yes,7,6,68.8
3,40,Yes,8,0,22.2
9,50,Yes,7,5,50.5
4,45,Yes,7,4,25.8
7,59,Yes,5,4,52.3
9,74,No,4,7,71.8
7,83,Yes,9,8,77.8
9,76,Yes,9,6,78.6
3,80,No,5,9,62.1
4,65,No,9,7,51.4
8,97,No,5,1,87.9
6,51,No,9,1,41.3
5,69,Yes,7,7,57.9
4,67,Yes,6,5,51.7
8,66,No,4,7,58.1
1,81,Yes,6,8,58.6
9,58,No,7,8,56.0
1,44,Yes,8,5,19.6
8,97,Yes,5,7,89.3
4,44,Yes,9,1,24.4
9,80,No,9,7,82.7
5,66,No,7,2,49.7
3,67,Yes,9,0,52.0
9,65,Yes,7,6,60.8
9,66,No,6,0,60.0
4,91,No,8,0,75.3
4,88,Yes,5,0,71.8
8,81,Yes,9,3,79.3
2,60,No,8,3,35.9
9,40,Yes,8,9,41.6
6,93,No,8,5,87.6
9,67,No,4,9,61.8
8,87,Yes,8,2,89.3
7,97,Yes,7,9,93.3
1,97,Yes,4,5,73.5
3,54,No,4,6,32.5
2,94,No,8,0,72.6
5,56,No,9,5,44.2
5,65,Yes,9,9,55.7
5,59,Yes,9,0,45.4
4,64,No,9,6,51.2
5,52,No,7,9,38.1
3,72,Yes,9,4,57.0
1,64,No,5,9,39.1
5,47,Yes,8,3,35.2
9,44,Yes,4,0,40.1
9,45,No,5,8,43.7
4,62,No,9,6,47.9
3,91,No,5,1,68.1
1,69,No,4,3,37.5
2,53,No,9,3,32.1
8,93,Yes,5,7,90.9
1,62,No,7,1,35.5
8,50,Yes,7,4,42.9
7,70,No,8,9,64.7
8,45,No,8,7,40.9
6,50,No,5,5,40.5
9,52,No,4,3,44.8
3,51,No,7,4,33.9
4,93,No,6,1,72.2
6,41,Yes,8,4,31.0
8,92,No,7,2,84.1
5,74,No,9,2,63.2
3,94,No,5,6,78.3
6,75,No,7,2,63.6
4,56,Yes,7,3,37.7
9,67,Yes,5,6,64.2
3,67,Yes,8,2,51.4
4,61,Yes,8,9,45.8
7,77,Yes,6,9,70.6
7,46,Yes,6,1,34.3
4,54,No,8,9,41.7
6,71,No,8,6,62.7
3,50,Yes,8,4,35.9
6,63,No,8,0,55.7
2,42,No,7,9,16.7
8,69,No,6,7,66.7
2,45,No,5,2,21.9
7,97,No,4,6,87.5
9,41,Yes,5,5,38.6
1,53,Yes,9,9,34.2
8,80,Yes,4,5,71.1
7,57,Yes,7,7,49.7
6,90,Yes,9,3,81.0
6,83,Yes,6,3,71.4
6,70,No,4,2,56.8
9,52,Yes,8,0,48.8
2,65,No,9,9,44.7
1,83,No,7,2,57.5
6,51,Yes,4,0,38.5
8,57,Yes,8,5,53.8
3,48,Yes,9,7,29.7
1,88,No,7,2,62.2
9,60,Yes,9,3,63.7
1,87,Yes,4,4,64.0
3,88,Yes,8,6,74.9
8,92,No,6,5,87.3
3,95,Yes,7,1,76.8
4,79,Yes,4,6,62.1
8,82,No,8,7,79.0
1,63,No,6,0,37.0
6,73,No,9,5,67.1
1,47,Yes,8,8,24.2
1,83,Yes,6,6,61.6
8,92,No,4,4,80.3
4,72,Yes,8,9,58.6
1,62,No,8,9,39.2
7,52,No,5,8,42.9
5,93,No,7,1,78.2
5,92,No,8,6,83.1
1,88,No,6,8,67.3
6,53,Yes,7,1,40.3
9,53,Yes,4,9,47.6
9,55,Yes,7,5,52.7
8,88,Yes,5,8,84.6
5,77,No,4,2,65.2
1,97,Yes,8,7,77.0
9,99,No,9,4,100.0
1,78,No,4,6,53.6
8,65,Yes,4,2,57.6
5,65,Yes,5,7,48.9
3,40,No,6,1,18.9
7,71,Yes,4,7,61.9
7,96,Yes,6,1,89.6
9,54,Yes,7,6,54.3
7,91,Yes,9,1,91.3
3,60,No,5,6,39.6
1,57,No,8,0,32.7
8,69,Yes,4,5,60.7
3,99,No,9,9,85.6
8,97,No,9,6,98.9
8,52,Yes,6,3,43.9
5,63,Yes,4,0,50.3
1,69,No,9,5,50.2
7,41,No,5,3,31.5
5,58,No,8,2,47.0
8,86,Yes,7,3,85.1
9,83,No,7,5,82.1
7,86,No,6,4,77.8
7,64,Yes,9,1,59.8
1,89,No,7,1,65.7
4,53,Yes,6,2,36.1
2,45,Yes,8,5,24.8
2,51,No,4,0,30.0
2,59,Yes,5,6,38.5
4,62,Yes,8,7,46.2
1,69,No,8,6,46.6
4,69,Yes,7,2,54.2
2,77,No,7,5,55.7
5,97,Yes,5,3,82.9
3,69,Yes,4,4,47.5
8,80,No,8,2,77.8
4,69,No,9,4,58.9
1,96,No,7,5,73.0
1,97,Yes,8,7,74.5
3,75,No,4,5,55.2
9,88,Yes,6,8,85.8
7,73,No,4,9,62.9
2,55,Yes,8,9,38.4
9,63,No,8,9,63.6
2,53,Yes,5,9,31.6
3,65,No,8,3,49.3
2,47,Yes,7,1,27.5
3,53,Yes,9,8,40.1
6,70,Yes,5,2,55.6
9,41,Yes,8,6,41.3
9,87,No,4,3,82.8
7,43,Yes,8,0,39.1
3,40,No,4,7,18.9
4,94,Yes,4,3,75.7
6,59,No,8,5,49.2
5,98,Yes,4,6,87.7
2,53,Yes,9,7,34.0
6,79,No,6,9,69.2
3,64,No,5,1,42.1
8,99,Yes,8,8,99.3
2,64,No,6,9,45.3
1,42,No,4,2,18.3
9,44,No,4,0,38.9
3,77,Yes,5,1,54.5
1,93,No,6,7,68.6
7,65,Yes,6,9,58.5
5,79,No,8,5,65.7
5,77,No,4,0,61.5
1,77,Yes,7,8,58.6
9,43,No,8,6,41.5
7,46,No,8,9,38.7
8,69,No,8,2,64.8
9,69,No,5,6,72.5
6,95,No,5,5,84.0
5,58,No,8,2,45.5
6,78,No,9,7,70.4
2,74,Yes,7,0,54.7
4,79,Yes,6,4,63.5
3,72,Yes,6,7,54.6
7,72,Yes,4,2,61.4
9,53,Yes,6,9,49.4
5,77,No,6,5,60.4
6,49,Yes,7,9,41.7
2,96,Yes,6,1,76.4
3,67,No,7,8,47.0
3,53,Yes,5,1,32.6
9,75,No,7,4,71.0
7,77,No,5,2,69.5
8,55,Yes,7,9,54.8
9,99,Yes,8,8,100.0
6,60,No,9,8,52.2
4,67,No,5,6,48.5
1,72,Yes,5,9,46.4
8,45,No,6,4,41.1
7,80,Yes,5,8,69.4
2,54,Yes,7,6,36.4
8,83,Yes,8,1,75.9
5,42,Yes,8,9,33.3
7,82,No,6,0,71.6
4,86,No,7,9,70.6
5,74,Yes,7,9,58.7
8,53,Yes,4,3,42.2
1,41,No,5,9,20.8
1,68,No,6,7,43.9
4,43,No,8,5,26.8
3,65,No,9,1,49.5
2,90,No,4,4,67.6
3,51,Yes,7,8,32.2
1,41,Yes,5,5,15.4
1,56,Yes,8,5,35.2
6,74,Yes,4,6,63.0
5,49,No,7,4,34.4
8,87,No,8,2,84.0
2,61,Yes,8,2,41.6
4,80,Yes,7,4,65.8
8,82,No,7,3,80.2
6,60,Yes,6,4,45.5
1,54,Yes,8,8,33.4
4,74,No,7,4,56.5
1,87,No,9,3,67.3
2,60,No,9,3,41.1
5,60,Yes,4,0,45.2
8,60,No,5,9,54.1
8,99,No,9,3,98.8
3,83,Yes,6,3,66.0
4,71,No,7,8,58.4
6,94,Yes,5,3,79.3
3,44,Yes,6,6,27.2
2,78,Yes,8,0,57.6
6,48,Yes,5,6,38.2
5,92,No,9,1,80.6
5,57,Yes,6,7,46.2
5,60,No,7,0,46.2
5,47,No,7,9,35.4
3,83,No,6,2,69.1
7,91,No,8,7,81.9
6,73,No,9,9,66.1
4,49,Yes,6,7,34.0
2,90,No,4,4,64.8
9,80,Yes,6,4,79.2
1,96,Yes,6,7,69.5
4,63,Yes,9,9,50.1
1,79,No,7,4,52.5
6,63,No,8,8,52.7
4,95,No,6,0,81.0
5,71,No,5,4,53.1
5,95,Yes,7,2,82.4
9,72,No,7,2,67.3
